2h,20h,40h,60h,material,heatsink,StableOrNot
1.0001,0.99906,1.0039,0.99928,1,0,0
1.0027,0.99927,1.0012,0.99875,1,1,1
1.0023,0.98847,0.98718,0.99164,2,0,0
1.0027,0.99355,1,1.0012,1,1,1
1.0024,0.99599,1.0006,1.0034,1,1,1
1.0001,0.99941,1.004,1.0036,1,1,1
1.0001,0.99919,0.99761,1.0038,1,1,1
1.0028,0.99976,1.0002,0.99843,1,1,1
1.0023,0.99222,0.99471,0.99261,2,1,0
1.0026,0.99182,0.99934,1.0028,1,0,1
1.0001,0.99874,0.99939,0.99644,2,0,0
1.0027,0.99597,0.99796,0.99274,1,0,0
1.0026,0.99261,0.99498,0.98993,1,0,0
1.0025,0.99486,0.99747,0.99409,2,0,0
1.0029,0.99702,1.0011,1.0034,1,1,1
1.0027,0.99673,0.99495,0.99129,2,1,0
1.0001,0.99882,0.99744,0.99583,2,0,0
1.0026,0.99462,0.9981,0.99264,2,1,0
1.0025,0.99173,0.99317,0.99625,2,0,0
1.0001,0.99908,1.0032,1.002,1,1,1
1.0001,0.9989,1.0026,1.0018,1,1,1
1.0023,0.98751,0.99021,0.99335,2,0,0
1.0001,0.99853,0.98812,0.99364,2,0,0
1.0001,0.99873,0.9995,0.99634,1,0,0
1.0026,0.99903,0.9992,0.99573,2,0,0
1.0025,0.9954,0.9949,0.99665,1,1,1
1.0024,0.99306,0.99356,0.99278,2,0,0
1.0001,0.99875,0.99797,0.99512,2,0,0
1.0001,0.99907,0.99511,1.0043,1,0,1
1.0023,0.99429,0.99583,0.99423,2,0,0
1.0001,0.9987,0.99031,1.0029,1,1,1
1.0001,0.99873,0.99747,0.99733,2,0,0
1.0001,0.99861,0.99582,0.99654,2,0,0
1.0024,0.99061,0.99056,0.99461,2,1,0
1.0001,0.99881,0.99861,0.99673,2,0,0
1.0001,0.99885,0.99283,1.0023,1,1,1
1.0001,0.9994,1.0053,1.0039,1,1,1
1.0026,0.99296,0.99032,0.98581,1,0,0
1.0001,0.99949,1.0073,1,1,1,1
1.0025,0.99026,0.9899,0.98528,2,0,0
1.0001,0.99935,1.0071,1.0018,1,0,1
1.0001,0.99929,1.0064,1.0034,1,1,1
1.0024,0.98979,0.99048,0.98804,2,0,0
1.0001,0.99928,1.0038,1.0025,1,1,1
1.0027,0.99712,0.9963,0.99104,2,0,0
1.0001,0.99972,1.0079,1.0039,1,0,1
1.0026,0.99653,1.0034,1.0011,1,1,1
1.0023,0.99057,0.99163,0.99559,2,0,0
1.0001,0.99872,1.0006,1.0007,1,1,1
1.0001,0.9985,0.98719,0.99208,2,0,0
1.0024,0.99315,1.0011,0.99652,2,0,0
1.0001,0.9986,0.98823,1.001,1,1,1
1.0001,0.99908,1.0012,0.99897,2,0,0
1.0029,0.99777,0.99885,0.99392,1,0,0
1.0024,0.98999,0.99049,0.99289,2,1,0
1.0028,0.99682,1.0035,1.0023,1,1,1
1.0001,0.99884,0.99934,1.0033,1,1,1
1.0023,0.98956,0.99748,0.99967,1,1,1
1.0001,0.99956,1.008,1.0037,1,0,1
1.0001,0.99897,0.9952,1.002,1,1,1
1.0025,0.99172,0.99867,0.99262,2,0,0
1.0001,0.99903,0.99444,1.0039,2,0,1
1.0026,0.99628,0.99466,0.99743,1,1,1
1.0024,0.99346,0.99807,1.001,2,0,0
1.0027,0.99497,1.0016,0.99442,2,0,0
1.0023,0.98941,0.99736,0.99724,1,0,0
1.0001,0.99863,0.99113,0.99349,2,1,0
1.0001,0.99908,1.0005,1.0035,1,1,1
1.0001,0.9987,0.99308,1.0008,1,1,1
1.0026,0.99163,0.99918,0.99803,1,1,1
1.0024,0.98877,0.98886,0.98413,2,0,0
1.0028,0.99915,1.0049,0.99884,1,1,1
1.0025,0.99128,0.99427,0.98885,2,0,0
1.0001,0.99948,1.0085,0.99849,1,1,1
1.0001,0.9989,0.99982,0.99315,2,0,0
1.0025,0.99194,1.0007,0.99849,1,1,1
1.0027,0.99438,0.99842,0.99908,2,0,0
1.0024,0.99491,1.0043,1.004,1,1,1
1.0028,0.99706,1.001,0.99828,2,0,0
1.0001,0.99981,1.0093,0.99894,1,1,1
1.0001,0.99866,0.99644,0.99331,2,1,0
1.0001,0.999,0.99924,0.9991,2,0,0
1.0024,0.99225,1.0003,0.9944,2,0,0
1.0027,0.9979,1.0039,0.99811,1,1,1
1.0025,0.99233,0.99496,0.98969,2,0,0
1.0001,0.99985,1.0168,0.99316,1,1,1
1.0001,0.99891,0.99539,1.0031,1,1,1
1.0001,0.99915,1.0057,1.0021,1,0,1
1.0001,0.99863,0.99125,0.99397,1,0,0
1.0001,0.99906,1.0017,0.99647,2,0,0
1.0001,0.99871,0.98982,1.0026,2,1,1
1.0028,1.0018,1.0051,1.0067,1,1,1
1.0023,0.99556,1.0029,0.99993,1,1,1
1.0001,0.99956,1.0083,1.0032,1,1,1
1.0001,0.99898,0.99473,1.0021,1,1,1
1.0024,0.98929,0.99205,0.98683,2,1,0
1.0001,0.99908,1.0013,1.004,1,0,1
1.0001,0.99889,1.0025,0.99976,2,0,0
1.0001,0.99932,0.99834,1.0041,1,1,1
1.0026,0.99267,0.99822,0.99228,2,1,0
1.0001,0.99867,0.99376,0.9936,2,0,0
1.0027,0.99486,0.99475,0.98803,2,0,0
1.0026,0.9995,1.0063,1.0011,1,1,1
1.0028,0.99895,1.001,1.0036,1,1,1
1.0026,0.99429,1.002,1.0046,1,1,1
1.0001,0.99961,1.008,1.0017,1,1,1
1.0026,0.99815,1.0076,1.0026,1,1,1
1.0025,0.99101,0.99428,0.99828,2,1,1
1.0029,0.99762,0.99683,0.99585,2,0,0
1.0001,0.999,0.99488,1.0012,2,1,1
1.0001,0.99983,1.0057,1.0049,1,1,1
1.0027,0.99869,1.0001,1.0037,2,1,1
1.0028,0.99533,0.99265,0.99495,2,1,0
1.0001,0.99885,0.9998,1.0024,1,1,1
1.0023,0.98871,0.98749,0.99081,2,1,0
1.0001,0.99891,0.99622,0.99516,2,0,0
1.0001,0.99889,1.0003,1.0021,1,1,1
1.0001,0.99884,0.99619,0.99798,2,0,0
1.0001,0.9988,0.99501,1.0041,1,1,1
1.0024,0.99303,0.99923,0.99794,2,0,0
1.0025,0.99231,0.99268,0.9936,2,0,0
1.0024,0.99183,1.0001,0.99662,2,0,0
1.0001,0.99864,0.99142,0.99095,2,0,0
1.0001,0.99964,1.0045,1.0035,1,1,1
1.0023,0.98858,0.9902,0.9881,2,0,0
1.0001,0.99867,0.99315,0.99322,2,0,0
1.0001,0.99918,1.0063,1.0033,1,1,1
1.0001,0.99873,0.99142,1.0021,1,1,1
1.0001,0.9998,1.0158,0.99746,1,0,1
1.0001,0.99858,0.9902,0.99523,2,0,0
1.0027,0.99492,0.99334,0.99591,2,1,0
1.0001,0.99871,0.99132,0.99549,2,0,0
1.0026,0.99213,0.99695,0.99515,2,0,0
1.0001,0.99938,1.0088,1.002,1,1,1
1.0001,0.99956,1.009,1.0025,2,0,0
1.0026,0.9992,1.0047,0.99924,1,0,1
1.0023,0.98976,0.98949,0.98979,2,0,0
1.0001,0.99965,1.0135,1,1,1,1
1.0001,0.99958,1.0065,1.004,1,1,1
1.0001,0.99897,0.99716,0.99645,2,0,0
1.0001,0.99916,0.99735,1.0038,1,1,1
1.0023,0.99078,0.99171,0.99404,2,0,0
1.0001,0.99932,1.0011,1.0035,1,1,1
1.0001,0.99865,0.99714,0.99316,2,0,0
1.0001,0.99967,1.0117,0.99553,1,1,1
1.0023,0.98861,0.99341,0.98827,2,0,0
1.0028,0.99967,0.99973,1.0023,1,1,1
1.0025,0.99094,0.99216,0.99109,2,0,0
1.0001,0.99866,0.99735,0.99193,2,0,0
1.0027,0.99561,0.99459,0.99106,2,0,0
1.0024,0.99112,0.99643,0.99206,2,0,0
1.0027,1.0014,1.008,1.0062,1,1,1
1.0001,0.99877,0.9981,0.99114,2,0,0
1.0001,0.99851,0.98645,0.99073,2,0,0
1.0001,0.99971,1.0077,1.0039,1,1,1
1.0025,0.99079,0.99264,0.99406,2,0,0
1.0027,0.99599,1.0028,1.0022,1,1,1
1.0001,0.99874,0.99645,1.0007,1,1,1
1.0001,0.99899,1.0051,1.0019,1,1,1
1.0023,0.98921,0.98929,0.98955,2,0,0
1.0023,0.9953,1.004,1.0006,1,1,1
1.0001,0.99879,0.99573,0.9931,2,0,0
1.0001,0.99974,1.0145,0.99804,1,1,1
1.0027,0.99778,0.99893,0.99818,2,0,0
1.0027,0.99639,0.99927,1.0016,1,1,1
1.0001,0.99957,1.007,1.0037,1,1,1
1.0028,0.99698,0.99521,0.99584,2,0,0
1.0026,0.99246,0.99441,0.99292,2,0,0
1.0001,0.99944,1.0069,1.0011,1,1,1
1.0024,0.99603,1.004,0.99978,1,1,1
1.0027,0.99898,1.0038,1.0007,2,1,1
1.0026,0.99799,0.99859,0.99805,1,1,1
1.0029,0.99719,0.99758,0.99719,2,1,0
1.0001,0.99875,0.99351,0.9951,2,0,0
1.0001,0.99968,1.0093,1.0014,2,1,1
1.0001,0.99969,1.0047,1.0046,2,1,1
1.0026,0.9945,0.99682,0.9922,2,0,0
1.0001,0.99891,0.99624,1.0034,1,1,1
1.0024,0.99485,1.0021,0.99749,2,0,0
1.0001,0.99957,1.0086,1.0038,1,1,1
1.0025,0.99638,1.0012,0.99837,1,1,1
1.0028,0.99921,1.0082,1.0035,1,1,1
1.0027,0.99448,1.001,1.0024,1,1,1
1.0023,0.99141,0.9932,0.99235,2,0,0
1.0001,0.99968,1.0099,1.0022,1,1,1
1.0027,0.99569,1.0021,0.9983,1,1,1
1.0001,0.99871,0.99493,0.99172,2,0,0
1.0001,0.99901,0.99451,1.0045,1,1,1
1.0001,0.9996,1.0036,1.0038,2,0,1
1.0028,1.0019,1.0039,0.99849,2,1,1
1.0025,0.99695,0.99708,0.99442,2,0,0
1.0023,0.98659,0.99185,0.99014,2,0,0
1.0001,0.99908,0.99874,1.0038,1,0,1
1.0001,0.99922,1.0046,1.003,1,1,1
1.0024,0.99672,1.0031,1.0015,1,1,1
1.0001,0.99876,0.99256,0.99687,2,0,0
1.0024,0.99175,0.99218,0.98737,2,0,0
1.0001,0.99908,0.99507,1.0042,1,1,1
1.0026,0.99547,0.99537,0.99327,2,0,0
1.0001,0.99874,0.9917,0.99657,2,0,0
1.0001,0.99895,0.9955,0.99681,2,0,0
1.0001,0.99933,1.0078,1.0015,1,1,1
1.0023,0.98778,0.99275,0.99125,1,0,0
1.0025,0.99709,1.0046,1.0027,1,1,1
1.0001,0.99924,1.001,1.0044,2,1,1
1.0025,0.99217,0.99864,0.99676,2,0,0
1.0001,0.99868,0.9937,0.99752,2,1,0
1.0023,0.99109,0.9935,0.99624,2,0,0
1.0023,0.98683,0.99193,0.98977,2,0,0
1.0001,0.99977,1.0117,0.99982,1,1,1
1.0024,0.99343,0.99612,0.99271,1,0,0
1.0001,0.99872,0.9954,0.99177,2,0,0
1.0029,1.0021,1.0035,1.0032,1,1,1
1.0001,0.99901,1.002,0.99826,2,0,0
1.0001,0.99946,1.0049,1.0021,2,0,0
1.0028,0.99508,0.99316,0.99185,2,0,0
1.0001,0.99865,0.99065,0.99605,2,0,0
1.0023,0.99364,1.0028,1.0031,1,1,1
1.0001,0.99924,1.001,1.0039,2,1,1
1.0001,0.99863,0.9898,0.99064,2,0,0
1.0028,1.0005,1.0013,1.0051,2,1,1
1.0023,0.98791,0.98993,0.9855,2,0,0
1.0001,0.99905,1.0033,1.0025,1,1,1
1.0001,0.99956,1.0056,1.0036,1,1,1
1.0025,0.99755,0.99798,0.99651,1,1,1
1.0027,0.99525,0.99711,1,2,0,0
1.0001,0.99902,1.003,0.99965,2,0,0
1.0001,0.99915,1.0016,1.0037,1,1,1
1.0025,0.9983,1.0011,0.99992,1,1,1
1.0024,0.99121,0.99109,0.98899,2,0,0
1.0001,0.99944,1.0039,1.0044,1,1,1
1.0001,0.9992,1.0056,1.0036,1,1,1
1.0001,0.99858,0.98868,0.99958,1,1,1
1.0024,0.99154,0.99547,0.98903,2,0,0
1.0001,0.99895,1.0019,1.0021,1,1,1
1.0001,0.99898,0.99692,1.0029,1,1,1
1.0001,0.99949,1.0084,1.0028,1,1,1
1.0001,0.99867,0.99465,0.99202,2,0,0
1.0023,0.99118,0.99715,1.001,2,1,1
1.0001,0.99873,0.99297,1.0002,1,0,1
1.0023,0.99276,0.99789,0.99267,2,0,0
1.0024,0.99632,1.0054,1.0007,1,1,1
1.0024,0.99036,0.98936,0.98636,2,1,0
1.0024,0.99624,1.0007,1.003,2,1,1
1.0024,0.99382,0.99534,0.99742,2,0,0
1.0028,0.9984,0.99768,0.99971,1,1,1
1.0001,0.99905,0.99681,1.0041,1,1,1
1.0024,0.98977,0.98858,0.98286,2,0,0
1.0028,0.99967,1.0026,0.99813,1,0,1
1.0001,0.99922,0.99827,1.0036,1,1,1
1.0026,0.99211,0.99044,0.98487,2,0,0
1.0001,0.99862,0.99533,0.99079,2,0,0
1.0001,0.99853,0.98723,0.99223,1,0,0
1.0001,0.99881,0.9963,1.0008,1,1,1
1.0001,0.9992,1.0049,1.0031,1,1,1
1.0001,0.99855,0.99644,0.99264,2,0,0
1.0001,0.99856,0.98904,0.99268,2,0,0
1.0001,0.99902,1.0021,1.0011,2,0,0
1.0024,0.98936,0.99313,0.99075,2,0,0
1.0001,0.99949,1.0069,1.0004,1,1,1
1.0024,0.99162,0.99403,0.99266,2,0,0
1.0023,0.9891,0.99437,0.98811,2,0,0
1.0001,0.99869,0.99027,1.002,2,1,1
1.0029,0.99928,1.0039,1.0013,1,1,1
1.0001,0.99924,1.0015,1.0015,2,1,0
1.0001,0.99931,1.0052,1.0031,2,1,1
1.0001,0.99877,0.99186,0.99385,2,0,0
1.0028,0.99714,0.99744,0.99076,2,0,0
1.0001,0.99893,0.99608,0.9986,2,0,0
1.0001,0.99853,0.98749,0.99453,2,0,0
1.0027,0.99603,1.0021,1.0037,1,1,1
1.0001,0.99978,1.0113,1.0006,2,1,1
1.0025,0.9924,0.99934,0.9986,2,0,0
1.0025,0.99485,0.99623,0.99134,2,0,0
1.0023,0.9884,0.9903,0.98835,2,0,0
1.0028,1.0012,1.0065,1.0031,1,1,1
1.0001,0.99886,0.99162,1.0036,1,1,1
1.0001,0.99877,0.99376,1.0023,1,1,1
1.0001,0.99867,0.99437,0.99106,2,0,0
1.0001,0.99913,0.99847,1.002,1,1,1
1.0001,0.99924,1.0034,1.0034,1,1,1
1.0001,0.99859,0.99512,0.99551,2,0,0
1.0028,1.001,1.0018,1.0006,1,1,1
1.0028,1.0009,1.0052,1.0027,1,1,1
1.0001,0.99964,1.0084,1.0014,1,1,1
1.0001,0.9987,0.99698,0.99665,2,0,0
1.0023,0.98905,0.99827,0.99388,2,0,0
1.0023,0.98961,0.99328,0.98786,2,0,0
1.0029,1.0003,1.005,1.0046,2,1,1
1.0029,0.99735,1.0013,1.0003,1,1,1
1.0001,0.99882,0.99949,0.99616,2,0,0
1.0001,0.99878,0.99207,0.99617,2,0,0
1.0001,0.99916,0.99578,1.0047,1,1,1
1.0001,0.99893,0.9967,1.0037,2,1,1
1.0001,0.99879,0.99607,1.0029,1,1,1
1.0001,0.99875,0.99829,0.99826,2,0,0
1.0001,0.99863,0.99399,0.99681,2,0,0
1.0024,0.99433,1.0027,1.0059,1,1,1
1.0001,0.99891,1.0004,0.99433,2,0,0
1.0001,0.99875,1.0002,1.0013,1,1,1
1.0001,0.99915,0.99722,1.0043,2,1,1
1.0001,0.99908,1.0001,1.0008,2,0,0
1.0023,0.99066,0.99827,0.99621,2,1,0
1.0001,0.99951,1.0014,1.0042,1,1,1
1.0001,0.99964,1.0034,1.004,1,1,1
1.0001,0.99979,1.007,1.0048,1,1,1
1.0001,0.99891,0.99923,1.0019,2,1,1
1.0028,0.99484,0.99285,0.98719,2,0,0
1.0001,0.99959,1.0103,0.99985,1,0,1
1.0001,0.99871,0.99458,0.99047,2,0,0
1.0023,0.98886,0.99267,0.98807,2,0,0
1.0023,0.99315,1.0015,1.0053,1,1,1
1.0001,0.99862,0.9922,1.0001,1,1,1
1.0001,0.99912,1.0011,1.004,1,1,1
1.0001,0.99854,0.99322,0.99457,2,0,0
1.0028,1.001,1.006,1.0049,1,1,1
1.0023,0.99201,1.0022,1.0034,1,1,1
1.0029,1.0013,1.0021,0.99994,1,1,1
1.0001,0.99897,1.0025,1.0033,1,1,1
1.0024,0.9914,0.99191,0.99438,2,0,0
1.0001,0.9986,0.98861,1.0014,1,1,1
1.0001,0.99877,0.99787,0.99169,2,0,0
1.0001,0.99932,0.9995,1.0033,1,1,1
1.0024,0.99048,0.9986,0.99984,1,1,1
1.0023,0.98961,0.9901,0.98615,1,0,0
1.0001,0.99859,0.98943,0.99436,2,0,0
1.0001,0.9987,0.99208,0.99356,2,0,0
1.0001,0.99911,1.0032,1.0001,2,0,0
1.0001,0.99945,1.0113,0.9999,1,1,1
1.0001,0.99862,0.99306,0.98949,2,0,0
1.0001,0.99883,0.99472,0.99881,2,0,0
1.0025,0.99516,0.99959,1.0011,1,0,0
1.0024,0.99084,0.99957,0.99311,1,0,0
1.0026,0.99684,1.0054,1.0013,1,1,1
1.0023,0.99245,0.99649,0.99015,2,0,0
1.0027,0.99645,0.99561,0.99542,2,0,0
1.0001,0.99919,1.0046,0.99898,2,0,0
1.0029,1.0007,1.0057,1.0027,1,1,1
1.0001,0.99955,1.0097,1.0028,2,1,1
1.0026,0.99151,0.99235,0.98666,1,0,0
1.0001,0.99856,0.98917,0.99419,2,1,0
1.0001,0.99889,1.0034,1.0021,1,1,1
1.0023,0.99267,0.99224,0.98566,2,1,0
1.0001,0.999,1.0037,1.0017,1,1,1
1.0023,0.98903,0.99346,0.99804,2,0,0
1.0001,0.99862,0.99012,0.99241,2,0,0
1.0001,0.99889,1.0007,0.9947,1,0,0
1.0029,0.99731,1.0036,1.0005,1,0,1
1.0023,0.99363,0.99426,0.99051,2,0,0
1.0001,0.99857,0.99439,0.99485,1,0,0
1.0024,0.99092,0.99562,0.99149,2,0,0
1.0029,1.0011,1.0078,1.0043,1,1,1
1.0001,0.99933,1.0023,1.0037,2,1,1
1.0029,0.99756,0.99561,0.9923,2,1,0
1.0024,0.99022,0.99289,0.98616,1,1,0
1.0001,0.99866,0.99045,1.0015,1,1,1
1.0027,0.99719,1.0049,1.0003,1,1,1
1.0026,0.99388,1,1.0017,1,1,1
1.0026,0.99409,0.99557,0.99057,2,0,0
1.0001,0.99864,0.9923,0.99462,1,0,0
1.0024,0.99491,0.99894,1.0003,1,1,1
1.0027,0.99652,0.99614,0.99869,1,1,1
1.0027,0.99668,0.99815,0.99934,1,0,1
1.0026,0.99226,0.99852,0.99523,2,1,0
1.0001,0.99861,0.98865,1.0001,2,1,1
1.0001,0.99909,1.0055,1.0029,1,1,1
1.0027,0.99599,0.99922,1.0022,1,1,1
1.0024,0.99062,0.99631,0.99336,2,0,0
1.0001,0.99852,0.99137,0.99447,2,0,0
1.0001,0.99948,1.0044,1.0041,1,0,1
1.0001,0.99868,0.99788,0.99504,1,0,0
1.0001,0.99868,0.99079,0.99671,2,1,0
1.0001,0.99882,0.99326,0.99349,2,1,0
1.0024,0.99321,0.99863,1.0018,2,0,0
1.0024,0.9943,1.0043,1.0016,1,0,1
1.0001,0.9985,0.99134,0.98975,2,0,0
1.0001,0.99875,0.9991,0.99607,2,1,0
1.0001,0.99865,0.99089,0.99088,2,0,0
1.0027,1.0005,1.0092,1.0103,1,0,1
1.0001,0.99888,0.99766,1.0037,2,1,1
1.0001,0.99853,0.99229,0.99172,2,0,0
1.0025,0.99574,0.99801,0.99139,2,0,0
1.0026,0.99362,0.99143,0.98465,1,0,0
1.0001,0.99854,0.99136,0.99273,2,0,0
1.0001,0.99909,1.0008,1.0013,1,1,1
1.0001,0.99972,1.0087,1,1,1,1
1.0023,0.98815,0.98668,0.9863,2,0,0
1.0001,0.9993,1.0043,1.0034,2,1,1
1.0001,0.99865,0.99892,0.99617,2,0,0
1.0024,0.9905,0.99145,0.98853,2,0,0
1.0024,0.99116,0.99121,0.98837,2,0,0
1.0001,0.99937,1.0016,1.0046,1,1,1
1.0001,0.9992,1.0011,1,2,0,0
1.0024,0.99103,0.99857,0.99259,2,0,0
1.0001,0.9986,0.98886,1.0001,1,1,1
1.0001,0.99891,0.99864,0.99873,1,0,0
1.0001,0.99872,0.9981,0.99176,1,0,0
1.0001,0.99888,0.99772,1.004,1,1,1
1.0001,0.99957,1.0053,1.0014,1,1,1
1.0025,0.99293,0.99162,0.99102,1,0,0
1.0023,0.99534,0.99765,0.99735,1,0,1
1.0001,0.99891,1.0026,1.0018,2,1,1
1.0027,0.9961,0.99988,0.99734,2,0,0
1.0025,0.99577,0.99884,0.99835,1,1,1
1.0023,0.99006,0.98956,0.9851,1,0,0
1.0026,0.99329,0.9976,0.9945,2,0,0
1.0025,0.99262,0.99549,0.99732,2,0,0
1.0001,0.99858,0.98853,0.99409,2,0,0
1.0001,0.99884,0.9969,1.0022,1,1,1
1.0026,0.99748,1.0012,1.0026,2,0,0
1.0001,0.9986,0.99315,0.99697,1,1,0
1.0027,0.99937,1.0042,1.002,1,1,1
1.0001,0.99916,1.007,1.0025,1,0,1
1.0027,0.9965,1.0049,1.0014,1,1,1
1.0001,0.99889,1.0015,0.99725,2,0,0
1.0023,0.99075,0.99609,0.99695,2,0,0
1.0001,0.9985,0.98728,0.99019,2,0,0
1.0001,0.99965,1.0059,1.0038,1,1,1
1.0023,0.99407,0.99924,1.0026,1,0,1
1.0026,0.9957,1.0001,0.99694,1,1,1
1.0001,0.99881,0.99556,0.99707,2,0,0
1.0029,0.99701,0.99541,0.99136,2,0,0
1.0029,0.99674,0.99894,0.99297,2,0,0
1.0001,0.99926,0.99696,1.004,1,1,1
1.0028,0.99621,1.0039,1.0073,1,0,1
1.0027,0.99674,0.99539,0.99034,2,0,0
1.0023,0.99208,0.99481,0.99598,2,0,0
1.0024,0.995,0.99761,0.99781,2,1,0
1.0027,0.99629,0.99624,0.99201,2,0,0
1.0001,0.99892,0.99917,0.99389,1,0,0
1.0024,0.99716,1.0039,1.0025,2,1,1
1.0024,0.99043,0.99575,0.99472,2,1,0
1.0026,0.99431,0.9961,0.99442,2,0,0
1.0026,1.0001,1.0077,1.0033,1,1,1
1.0001,0.99891,0.9986,0.99518,2,0,0
1.0001,0.99936,0.99816,1.0048,1,1,1
1.0023,0.99391,1.004,1.0019,2,0,0
1.0026,0.99653,0.9963,0.99533,2,0,0
1.0001,0.9989,1.0017,1.0017,1,1,1
1.0001,0.99853,0.99581,0.99181,2,0,0
1.0001,0.9992,0.99885,1.0033,1,1,1
1.0001,0.99981,1.0063,1.004,1,1,1
1.0025,0.99396,0.99865,1.0015,2,1,1
1.0023,0.98756,0.98492,0.98601,1,0,0
1.0029,0.99836,1.001,0.9988,2,1,1
1.0001,0.99923,1.0007,1.0037,1,1,1
1.0001,0.99859,0.99372,0.99599,2,0,0
1.0001,0.99941,1.0051,1.0038,1,1,1
1.0024,0.99101,0.99935,0.99597,2,0,0
1.0025,0.99005,0.98741,0.98157,2,0,0
1.0001,0.99938,1.0048,1.0033,1,1,1
1.0001,0.99879,0.99524,0.99341,2,0,0
1.0025,0.99094,0.99476,0.99696,2,0,0
1.0028,0.99539,0.99316,0.99267,2,0,0
1.0023,0.99202,0.99943,0.99436,2,0,0
1.0001,0.99982,1.0155,0.99402,1,1,1
1.0001,0.99884,1.0002,0.99733,2,0,0
1.0001,0.99855,0.98923,0.99614,2,1,0
1.0028,1.0002,1.0023,1.0003,1,1,1
1.0025,0.99636,0.99839,0.9983,2,0,0
1.0001,0.99917,1.0023,1.0029,1,0,1
1.0026,0.99239,0.9914,0.99158,2,0,0
1.0001,0.99894,0.99944,1.0024,1,1,1
1.0001,0.99885,0.99405,1.0029,1,1,1
1.0025,0.99385,0.99823,0.99199,1,0,0
1.0029,0.99778,1.0026,1.0025,1,1,1
1.0023,0.99439,1.002,0.99777,1,1,1
1.0028,0.99917,1.0018,0.99621,2,0,0
1.0029,1.0019,1.0062,1.0041,1,1,1
1.0001,0.99927,1.0018,1.0044,1,1,1
1.0001,0.99883,0.99664,0.99703,2,0,0
1.0001,0.99926,1.0013,1.0027,1,0,1
1.0001,0.99874,0.99388,0.99903,2,1,1
1.0026,0.99809,0.99902,0.99228,2,0,0
1.0024,0.9938,0.99902,0.99814,2,0,0
1.0001,0.99859,0.98964,0.99199,2,0,0
1.0001,0.999,1.0015,1.0024,1,1,1
1.0001,0.99928,1.0027,1.0034,2,1,1
1.0001,0.99865,0.99077,0.99785,2,0,0
1.0029,0.99852,0.99726,0.99952,1,1,1
1.0001,0.99853,0.99067,0.99256,2,0,0
1.0001,0.99859,0.98818,0.99061,2,1,0
1.0027,0.99427,0.99623,0.9952,2,0,0
1.0025,0.99291,0.99114,0.98457,2,0,0
1.0001,0.99909,1.0009,0.9975,2,0,0
1.0024,0.99177,0.99298,0.9907,2,0,0
1.0028,0.99577,1.001,1.0018,1,1,1
1.0027,0.99441,0.9935,0.98672,2,0,0
1.0023,0.98998,0.98917,0.98769,2,0,0
1.0027,0.99841,1.0072,1.0067,2,1,1
1.0001,0.99852,0.99234,0.98905,2,0,0
1.0001,0.99903,0.99999,1.0035,1,1,1
1.0001,0.99901,1.0034,0.99935,2,0,0
1.0001,0.99901,0.99529,1.003,1,1,1
1.0025,0.9979,0.99994,0.9933,2,0,0
1.0001,0.99928,0.99987,1.0024,1,1,1
1.0024,0.99501,0.99533,0.99423,2,0,0
1.0001,0.99866,0.9913,0.99497,2,0,0
1.0029,1.0019,1.0056,1.0047,1,1,1
1.0001,0.99929,1.0019,1.0028,1,1,1
1.0001,0.99861,0.98954,0.99632,2,0,0
1.0026,0.99902,0.99944,1.0032,1,1,1
1.0001,0.99899,0.99743,0.99888,2,0,0
1.0024,0.99002,0.99902,0.99519,2,0,0
1.0027,0.99806,1.0022,1.0032,1,1,1
1.0001,0.99913,1.0045,0.9979,2,0,0
1.0023,0.98731,0.98788,0.98238,1,0,0
1.0001,0.99964,1.0113,1.0029,1,0,1
1.0026,0.99573,0.99544,0.99112,1,0,0
1.0001,0.99959,1.0044,1.0036,1,1,1
1.0026,0.9937,0.99517,0.99725,2,0,0
1.0027,0.99853,0.99844,0.99857,1,1,1
1.0001,0.99888,0.99973,1.003,1,1,1
1.0026,0.99918,1.0041,1.0035,1,1,1
1.0026,0.99357,1.0003,1.0014,1,1,1
1.0001,0.99941,1.0038,1.0037,2,1,1
1.0024,0.99588,1.0029,0.99671,2,0,0
1.0025,0.99275,0.9965,0.99172,2,0,0
1.0001,0.9986,0.99578,0.99446,2,0,0
1.0001,0.99872,0.99221,0.9924,2,0,0
1.0024,0.99544,1.0039,1.0033,1,1,1
1.0001,0.99891,0.99886,1.0026,2,1,1
1.0001,0.99868,0.99108,0.99363,2,0,0
1.0001,0.99963,1.0098,1.0038,1,1,1
1.0001,0.99875,0.99284,0.99353,2,0,0
1.0023,0.98833,0.99291,0.99177,2,0,0
1.0001,0.99856,0.98847,0.99907,1,1,1
1.0027,0.99742,0.99591,0.99319,2,0,0
1.0025,0.99796,1.0001,1.0013,1,1,1
1.0001,0.99868,0.99365,0.99584,2,1,0
1.0028,1.0007,1.0035,1.0003,1,1,1
1.0026,0.99645,0.99554,0.98917,2,0,0
1.0028,0.99551,1.0035,0.99762,2,0,0
1.0001,0.99933,0.99869,1.0043,1,1,1
1.0028,0.99724,0.99908,1.0007,1,1,1
1.0001,0.99954,0.99965,1.0043,1,1,1
1.0024,0.99068,0.99699,0.99394,2,0,0
1.0024,0.99743,0.99965,1.0023,1,1,1
1.0001,0.99874,0.99341,0.99427,2,0,0
1.0001,0.99871,0.99352,1.0001,1,1,1
