2h,20h,40h,60h,material,heatsink,StableOrNot
1.0001,0.99915,1.0022,1.0041,1,1,1
1.0028,0.99629,1.004,1.0001,1,1,1
1.0026,0.99558,0.99905,0.99483,1,0,0
1.0001,0.9993,1.0012,1.0044,1,1,1
1.0023,0.98882,0.99097,0.9895,2,0,0
1.0028,0.99872,1.0007,0.99524,2,0,0
1.0025,0.99353,0.99921,1.0021,1,1,1
1.0001,0.99899,1.0014,1.0026,1,1,1
1.0001,0.99933,1,1.0029,1,1,1
1.0001,0.99961,1.0056,1.0009,2,1,1
1.0001,0.9992,1.0023,1.0042,1,1,1
1.0001,0.99966,1.0089,1.0038,1,1,1
1.0023,0.9935,1.002,1.0035,1,1,1
1.0001,0.99862,0.98986,1.0009,1,1,1
1.0001,0.99879,0.99443,0.99583,2,0,0
1.0026,0.99973,1.0055,1.0048,1,1,1
1.0028,0.99812,0.99704,0.99324,2,1,0
1.0001,0.99877,0.99153,0.99763,2,0,0
1.0001,0.99959,1.0122,0.99624,2,1,1
1.0029,0.99934,1.0039,0.99979,1,1,1
1.0024,0.99326,0.99616,0.99039,2,0,0
1.0001,0.9987,0.99309,0.99507,2,1,0
1.0001,0.99898,1.0035,1.0027,1,1,1
1.0023,0.99309,0.99933,0.99406,2,0,0
1.0001,0.9988,0.99785,0.99773,2,0,0
1.0001,0.99976,1.0023,1.0028,1,1,1
1.0001,0.99894,0.99282,1.0036,2,1,1
1.0028,0.99697,0.99894,1.0015,1,1,1
1.0001,0.99888,0.99227,1.004,1,1,1
1.0001,0.9992,1.0064,1.002,1,1,1
1.0023,0.9932,0.99384,0.99696,2,1,0
1.0028,0.99668,0.99712,0.99288,2,0,0
1.0001,0.99893,1.0035,1.0002,2,0,0
1.0001,0.99942,1.0079,1.0023,2,0,0
1.0024,0.99454,0.99938,0.99238,2,0,0
1.0025,0.99069,0.9915,0.98965,2,0,0
1.0001,0.99852,0.9894,0.99335,2,0,0
1.0001,0.99874,0.9971,0.99149,1,0,0
1.0001,0.99905,1.003,0.99698,2,0,0
1.0001,0.99901,0.99996,1.0026,1,1,1
1.0001,0.99937,1.0073,1.0028,1,0,1
1.0001,0.99946,1.0093,1.0008,1,1,1
1.0023,0.9892,0.99242,0.98658,2,0,0
1.0001,0.99883,0.996,0.99472,2,0,0
1.0001,0.99867,0.99729,0.992,2,0,0
1.0024,0.99192,0.99999,0.99356,2,0,0
1.0024,0.99138,0.99153,0.98847,2,0,0
1.0025,0.99228,0.99936,0.99726,1,1,1
1.0001,0.9994,1.0047,1.0038,1,1,1
1.0001,0.99853,0.98734,0.99094,2,0,0
1.0001,0.99877,0.99688,0.99095,1,0,0
1.0024,0.99437,0.99404,0.9881,2,0,0
1.0029,0.99853,0.99929,0.99365,2,1,0
1.0001,0.99946,1.0074,1.0032,2,1,1
1.0001,0.99917,0.99798,1.0018,1,1,1
1.0024,0.99582,1.0003,0.99988,1,1,1
1.0023,0.98803,0.98951,0.98914,2,0,0
1.0001,0.99861,0.98863,0.99206,2,0,0
1.0023,0.99041,0.9929,0.99168,2,0,0
1.0027,0.99679,0.99581,0.99636,1,0,0
1.0028,0.99705,0.9969,0.99914,2,0,0
1.0001,0.99958,1.0065,1.0032,1,1,1
1.0024,0.99455,0.99585,0.99071,2,0,0
1.0025,0.99657,1.0047,1.0031,1,1,1
1.0026,0.99957,1.0054,1.0025,1,1,1
1.0026,0.99649,0.99627,0.99215,2,0,0
1.0024,0.98935,0.99202,0.9885,1,0,0
1.0029,0.99762,1.0001,0.99982,1,1,1
1.0028,1,1.0041,1.0042,1,0,1
1.0001,0.9987,0.9958,0.99336,2,1,0
1.0001,0.99882,1.0007,0.99607,2,0,0
1.0023,0.98936,0.9908,0.98966,2,0,0
1.0001,0.99951,1.0036,1.0047,1,1,1
1.0027,0.99331,0.99048,0.98453,2,0,0
1.0001,0.99875,1.0014,0.99826,2,0,0
1.0027,1.0001,1.005,1.0006,1,0,1
1.0023,0.99355,0.99487,0.99163,1,0,0
1.0001,0.99877,0.99466,0.99652,2,0,0
1.0025,0.99074,0.98793,0.988,2,0,0
1.0001,0.9986,0.99789,0.99612,2,0,0
1.0023,0.99096,0.99939,0.99478,2,0,0
1.0024,0.99277,0.99176,0.99158,2,0,0
1.0001,0.99881,0.99734,0.99262,2,0,0
1.0025,0.99156,0.99729,0.99344,2,0,0
1.0001,0.99867,0.99255,0.9956,2,0,0
1.0001,0.99943,1.0052,1.0035,1,1,1
1.0001,0.99942,1.0016,1.0033,1,1,1
1.0027,0.9964,1.003,1.0003,1,1,1
1.0024,0.99624,0.99729,0.99632,2,1,0
1.0001,0.99858,0.99048,0.99474,2,0,0
1.0001,0.99874,0.9981,0.99249,2,0,0
1.0001,0.99907,1.0005,1.0031,2,0,1
1.0001,0.99968,1.0106,1.0037,1,1,1
1.0001,0.99903,1.0026,0.99596,2,0,0
1.0001,0.99926,1.0039,1.0025,1,0,1
1.0023,0.99367,1.0013,0.99951,2,0,0
1.0001,0.99897,0.9977,0.99992,1,0,0
1.0023,0.99449,1.0034,0.99711,2,1,0
1.0026,0.99426,1.0017,0.99683,2,0,0
1.0001,0.99931,1.0043,1.0034,2,1,1
1.0001,0.99964,1.0026,1.0043,1,1,1
1.0001,0.99856,0.98753,1.0004,1,1,1
1.0001,0.99874,0.99486,0.99478,2,0,0
1.0001,0.99958,1.0073,1.0042,1,1,1
1.0001,0.99981,1.0045,1.0048,1,1,1
1.0025,0.9937,0.99965,0.99613,1,1,1
1.0026,0.99431,0.99645,0.99823,2,0,0
1.0001,0.99876,0.99169,0.99388,2,0,0
1.0024,0.99063,0.99209,0.99187,2,0,0
1.0024,0.99634,1.0017,1.0011,1,1,1
1.0027,0.99805,0.99837,0.99988,1,1,1
1.0001,0.99874,0.99223,1.0037,1,1,1
1.0001,0.99922,0.99866,1.0027,1,1,1
1.0028,1.0022,1.0099,1.0054,1,0,1
1.0025,0.99336,0.99842,0.99835,2,0,0
1.0001,0.99959,1.0018,1.0045,1,1,1
1.0023,0.99537,0.99764,0.99488,2,0,0
1.0024,0.99076,0.99732,0.9949,2,0,0
1.0026,0.99285,0.99901,0.99259,2,0,0
1.0001,0.9992,1.0053,1.0032,1,1,1
1.0001,0.99861,0.99212,0.99041,2,1,0
1.0001,0.9996,1.0118,0.99824,2,1,1
1.0001,0.99937,1.0033,1.0037,1,1,1
1.0024,0.99605,0.99729,0.99169,2,0,0
1.0001,0.99899,0.99853,1.0028,1,1,1
1.0001,0.99869,0.99352,1,1,1,1
1.0025,0.99863,1.009,1.0069,1,1,1
1.0027,0.99803,1.0038,1.006,1,1,1
1.0001,0.99893,1.0033,1.0024,1,0,1
1.0001,0.99966,1.0119,1.0004,1,1,1
1.0001,0.99883,0.99315,0.99992,2,1,1
1.0026,0.99261,0.99114,0.98845,2,0,0
1.0001,0.99859,0.99509,0.99091,2,0,0
1.0024,0.99442,1.0013,0.99587,1,1,1
1.0023,0.98915,0.99843,0.99907,2,0,0
1.0001,0.99855,0.99197,0.99003,2,0,0
1.0001,0.99876,0.99722,0.99588,2,0,0
1.0028,0.99929,1.0001,0.99533,2,0,0
1.0028,0.99763,0.99941,0.9956,2,1,1
1.0001,0.99978,1.011,0.99899,2,1,1
1.0028,0.99882,0.99938,0.99333,2,0,0
1.0001,0.99944,1.005,1.0014,1,1,1
1.0024,0.99223,0.99959,0.99362,2,1,0
1.0023,0.99473,0.99734,0.99688,2,0,0
1.0001,0.99915,0.99613,1.0044,2,1,1
1.0025,0.9936,0.99785,0.99286,2,0,0
1.0001,0.99888,0.99598,1.0043,2,1,1
1.0001,0.99973,1.01,1.0029,2,0,0
1.0001,0.9997,1.0119,1.0032,1,1,1
1.0001,0.99939,1.004,1.0035,1,1,1
1.0024,0.9938,0.99661,0.99027,2,0,0
1.0027,0.99355,0.99287,0.98974,2,0,0
1.0001,0.99888,0.99379,1.0034,1,1,1
1.0001,0.99926,1.006,1.0017,1,0,0
1.0001,0.99949,1.0042,1.0034,1,1,1
1.0023,0.99175,0.99259,0.9867,1,0,0
1.0023,0.99076,0.98945,0.98702,1,0,0
1.0001,0.99875,0.99442,0.99985,2,0,0
1.0026,0.99333,0.99676,0.99528,1,0,1
1.0001,0.99903,1.0023,1.0031,1,1,1
1.0023,0.99481,0.99569,0.99053,1,0,0
1.0025,0.99344,0.99908,0.99828,1,1,1
1.0023,0.99157,1.0008,1.0031,1,0,0
1.0025,0.99497,1.0039,0.99839,2,1,1
1.0001,0.99876,0.99921,0.99632,2,0,0
1.0001,0.99888,0.99837,0.9936,2,0,0
1.0001,0.99873,0.9902,1.003,1,0,1
1.0001,0.99924,1.0054,1.0037,1,1,1
1.0001,0.99862,0.99455,0.99646,1,0,0
1.0001,0.99916,0.99846,1.0015,1,1,1
1.0027,0.99487,0.99574,0.99213,2,0,0
1.0001,0.99962,1.0074,1.0001,1,1,1
1.0025,0.99655,1.0028,0.99627,2,0,0
1.0001,0.99945,1.0043,1.0028,1,1,1
1.0001,0.99952,1.0085,1.0003,1,1,1
1.0001,0.99937,1.0066,1.0013,2,0,0
1.0024,0.99118,0.99182,0.98555,2,0,0
1.0024,0.99362,0.99794,0.99417,2,0,0
1.0001,0.99874,0.99066,1.0035,1,1,1
1.0001,0.99965,1.0131,0.996,1,1,1
1.0001,0.99856,0.99277,0.9928,2,0,0
1.0001,0.99891,0.99711,0.99448,2,0,0
1.0026,0.99308,0.99712,0.99179,2,1,0
1.0001,0.9985,0.98541,0.99145,2,0,0
1.0001,0.99969,1.0148,0.99652,1,1,1
1.0001,0.99919,1.0018,1.0031,1,1,1
1.0001,0.99899,1.0033,1.0031,1,1,1
1.0024,0.9896,0.99461,0.99828,1,1,1
1.0024,0.98875,0.98982,0.99364,2,0,0
1.0024,0.99074,0.98985,0.99449,1,0,0
1.0024,0.99605,1.0021,1.0049,1,1,1
1.0001,0.99864,0.99162,0.9929,2,0,0
1.0001,0.99905,0.9996,0.99698,2,0,0
1.0001,0.99903,1.0001,1.0035,1,1,1
1.0024,0.99405,0.99419,0.99278,2,0,0
1.0023,0.98812,0.98848,0.99019,2,0,0
1.0001,0.99974,1.0075,1.0046,1,1,1
1.0023,0.99393,0.99801,0.99349,2,0,0
1.0001,0.99953,1.0059,1.0039,1,1,1
1.0001,0.99878,0.99886,0.99204,2,0,0
1.0001,0.99961,1.0054,1.0033,1,1,1
1.0001,0.99867,0.99538,0.99054,2,0,0
1.0026,0.99612,0.99955,0.99691,2,0,0
1.0024,0.99243,0.99743,0.99295,2,0,0
1.0024,0.99118,0.99176,0.98572,2,0,0
1.0001,0.99903,0.99451,1.0037,1,1,1
1.0001,0.99956,1.0088,1.0016,2,0,0
1.0001,0.99947,1.0076,1.0012,2,0,0
1.0001,0.99865,0.99284,0.99076,2,0,0
1.0001,0.9986,0.99327,0.9931,2,0,0
1.0001,0.99943,1.0082,1.0002,1,1,1
1.0001,0.99981,1.0136,0.99863,1,1,1
1.0001,0.99905,0.99511,1.0031,1,1,1
1.0023,0.99387,0.99439,0.992,2,0,0
1.0001,0.99897,1.0031,0.99815,2,0,0
1.0001,0.99888,0.99271,1.0018,1,0,1
1.0029,0.9975,0.9972,0.9948,2,0,0
1.0001,0.99903,0.99754,1.0026,1,1,1
1.0025,0.99176,0.99322,0.99108,2,0,0
1.0023,0.99102,0.99403,0.98937,2,0,0
1.0001,0.99866,0.99043,0.99575,2,0,0
1.0001,0.99897,0.99338,1.0036,1,1,1
1.0001,0.99984,1.0121,1.0039,1,1,1
1.0001,0.99976,1.0089,1.0024,1,1,1
1.0023,0.99001,0.9926,0.98617,2,0,0
1.0001,0.9988,0.9969,1.0002,2,0,0
1.0001,0.99918,1.0003,0.99966,1,0,0
1.0025,0.99398,0.99287,0.99598,1,0,0
1.0024,0.98952,0.9917,0.99006,2,0,0
1.0028,0.9999,0.99949,1.0029,1,1,1
1.0023,0.98736,0.99156,0.9898,2,0,0
1.0001,0.9986,0.99203,0.9943,2,0,0
1.0001,0.99936,1.0057,1.0038,1,0,1
1.0001,0.99855,0.99558,0.99184,2,0,0
1.0024,0.98861,0.99106,0.98902,1,0,0
1.0001,0.9998,1.0125,0.99827,1,1,1
1.0001,0.99967,1.0028,1.0044,1,1,1
1.0001,0.99973,1.0051,1.0042,1,1,1
1.0001,0.99936,1.0065,1.0031,1,1,1
1.0023,0.99339,0.99935,0.99718,2,0,0
1.0001,0.99865,0.99488,0.99005,2,0,0
1.0001,0.99889,1.0025,1.0023,1,1,1
1.0026,0.9947,1.004,1.0026,2,0,1
1.0001,0.99953,1.0085,1.0025,1,1,1
1.0026,0.99588,0.99546,0.99282,2,0,0
1.0026,0.99262,0.99832,1.0006,1,1,1
1.0001,0.9991,0.99842,0.9988,2,0,0
1.0027,0.99888,0.99883,0.99886,1,1,1
1.0001,0.99927,1.0062,1.0001,2,0,0
1.0001,0.9997,1.0032,1.005,1,1,1
1.0026,1.0003,1.0014,1.0003,1,1,1
1.0001,0.99954,1.0072,0.99921,1,1,1
1.0001,0.99868,0.99354,1.0007,1,1,1
1.0001,0.99862,0.99502,0.99251,2,0,0
1.0001,0.9994,1.0066,1.0012,2,0,0
1.0028,0.99702,1.0023,0.9988,1,1,1
1.0001,0.99893,0.99753,0.99454,2,0,0
1.0001,0.99976,1.0133,1.0008,2,1,1
1.0025,0.99474,0.99497,0.98779,1,0,0
1.0001,0.9997,1.0037,1.0044,1,1,1
1.0001,0.99881,0.99413,0.99353,2,0,0
1.0024,0.99471,0.99945,0.99752,1,1,1
1.0029,1.0018,1.0026,1.0012,1,1,1
1.0001,0.99869,0.99434,0.99184,2,0,0
1.0001,0.99888,0.99809,0.99434,2,0,0
1.0023,0.98798,0.99691,0.99487,2,0,0
1.0001,0.99914,1.001,0.99995,1,0,0
1.0001,0.99977,1.0119,1.0015,1,1,1
1.0001,0.99899,0.99722,1.0037,1,1,1
1.0001,0.99862,0.99462,0.99148,1,1,0
1.0027,0.99847,0.99802,0.99413,2,0,0
1.0001,0.99896,0.99465,1.002,1,1,1
1.0024,0.99578,0.99727,1.001,1,1,1
1.0001,0.99856,0.99208,0.99568,2,0,0
1.0001,0.99878,0.99683,0.99251,2,0,0
1.0001,0.99884,1.0012,0.99726,2,0,0
1.0024,0.98835,0.98771,0.99302,2,0,0
1.0001,0.99851,0.98927,0.99017,1,0,0
1.0025,0.99315,0.9924,0.99188,2,1,0
1.0001,0.99899,1.0004,0.9974,2,0,0
1.0001,0.99862,0.99278,0.99642,2,0,0
1.0027,0.99688,0.99966,1.0012,2,0,0
1.0025,0.99323,0.99816,1.0014,1,1,1
1.0001,0.99874,0.99703,1.0021,1,0,1
1.0001,0.99888,0.99924,0.99459,2,0,0
1.0001,0.99898,0.99468,1.0007,1,0,1
1.0001,0.9993,1.0008,1.0046,1,1,1
1.0023,0.99314,0.9975,0.99046,2,0,0
1.0023,0.98727,0.98478,0.98731,2,0,0
1.0001,0.9987,0.99236,1.0012,1,1,1
1.0001,0.99921,1.0038,0.9989,1,0,0
1.0023,0.98744,0.9857,0.98873,2,0,0
1.0001,0.99957,1.0042,1.0035,1,1,1
1.0001,0.9987,0.99439,0.99546,2,0,0
1.0025,0.99422,0.99671,0.99364,2,0,0
1.0001,0.99956,1.0076,1.0031,1,1,1
1.0025,0.99072,0.99554,0.98899,2,0,0
1.0001,0.99854,0.98862,0.99155,2,0,0
1.0001,0.99916,0.99857,1.0035,1,1,1
1.0025,0.99368,0.99243,0.99283,2,1,0
1.0001,0.99935,1.005,1.0024,1,1,1
1.0001,0.99876,0.99978,0.99833,2,0,0
1.0001,0.99951,1.0095,1.0023,1,1,1
1.0001,0.999,1.0047,1.0029,1,0,1
1.0001,0.99899,0.99368,1.0044,1,1,1
1.0001,0.99896,0.99756,0.99828,2,0,0
1.0001,0.99891,0.99453,1.0039,1,1,1
1.0027,0.9976,1.0064,1.0004,1,1,1
1.0025,0.99395,1.0012,0.99696,2,0,0
1.0001,0.99921,1.0069,1.0017,1,1,1
1.0001,0.99982,1.0175,0.99493,1,1,1
1.0025,0.99065,0.98968,0.98791,2,0,0
1.0001,0.99966,1.0079,1.0037,1,1,1
1.0001,0.99911,0.9962,1.0005,1,1,1
1.0001,0.99868,0.99074,0.99314,2,0,0
1.0001,0.99873,0.99758,0.9952,1,0,0
1.0024,0.99028,0.99309,0.99399,2,0,0
1.0001,0.99887,0.99766,1.0024,1,1,1
1.0001,0.99978,1.0067,1.0036,1,1,1
1.0001,0.99863,0.99404,0.98996,2,0,0
1.0001,0.99893,0.99811,1.0038,1,1,1
1.0001,0.99933,1.0046,1.004,1,1,1
1.0024,0.99057,0.98956,0.98697,2,0,0
1.0024,0.9966,0.99658,1.0005,1,1,1
1.0001,0.99936,1.0011,1.0015,2,0,0
1.0001,0.99933,1.0067,1.003,1,1,1
1.0001,0.99912,1.0012,1.0029,1,1,1
1.0023,0.99182,0.99898,1.0025,1,1,1
1.0001,0.99867,0.99699,0.99393,2,0,0
1.0001,0.99939,1.0023,1.0028,1,1,1
1.0001,0.99975,1.006,1.0045,1,1,1
1.0001,0.99936,1.003,1.0018,1,0,0
1.0001,0.99966,1.0036,1.004,1,0,1
1.0001,0.99884,1.0011,0.99695,2,0,0
1.0025,0.99212,0.98957,0.98403,2,0,0
1.0001,0.99925,0.99804,1.0032,1,1,1
1.0027,0.99651,0.99613,0.99274,2,0,0
1.0001,0.99865,0.99884,0.99348,2,0,0
1.0001,0.99974,1.0103,1.0034,1,1,1
1.0028,0.99742,0.99954,0.99551,1,1,1
1.0029,1.0015,1.0068,1.0071,1,1,1
1.0001,0.99962,1.0052,1.0045,2,1,1
1.0001,0.99971,1.0067,1.0041,2,1,1
1.0026,0.99699,0.99711,0.99021,1,0,0
1.0001,0.99913,1.0052,1.0028,1,1,1
1.0023,0.99481,1.0043,0.9998,1,1,1
1.0001,0.99869,0.99196,0.99187,2,0,0
1.0024,0.99267,0.99745,0.9936,2,0,0
1.0001,0.99898,1.0021,1.0017,1,1,1
1.0001,0.99868,0.99438,1.0017,1,0,1
1.0024,0.99022,0.99836,0.99747,2,0,0
1.0025,0.9937,0.99777,0.99324,2,0,0
1.0023,0.99228,0.99987,1.0006,2,0,0
1.0023,0.9908,0.99081,0.99128,2,0,0
1.0027,0.99435,0.99282,0.99182,2,0,0
1.0029,1.0042,1.0088,1.0046,1,1,1
1.0029,0.9999,0.99974,1.0019,2,0,0
1.0001,0.99888,0.99577,1.0023,1,1,1
1.0027,0.99535,0.99662,0.991,2,0,0
1.0025,0.99767,1.0032,1.0006,1,1,1
1.0024,0.99488,0.99743,0.9942,2,0,0
1.0001,0.99904,0.99646,1.0048,1,1,1
1.0028,0.99798,0.99736,0.99731,1,1,1
1.0001,0.99924,1.0044,1.0027,1,1,1
1.0023,0.98742,0.99133,0.9894,2,0,0
1.0026,0.99292,0.99134,0.99217,2,0,0
1.0026,0.99381,0.9948,0.99439,2,0,0
1.0001,0.99875,0.99411,0.99472,1,0,0
1.0001,0.99883,0.99907,0.99147,2,0,0
1.0026,0.99608,0.99731,0.99801,1,1,1
1.0001,0.99888,1.0002,1.0018,1,1,1
1.0001,0.99891,0.9968,0.99362,2,0,0
1.0001,0.99885,0.99518,0.99634,2,0,0
1.0028,1.0018,1.0061,1.0024,1,1,1
1.0029,0.99757,0.99949,0.99472,2,0,0
1.0001,0.99909,1.0045,1.0022,1,1,1
1.0001,0.99875,0.99603,0.99568,2,0,0
1.0001,0.99862,0.98943,1.001,1,1,1
1.0024,0.99491,1.0021,1.0005,1,1,1
1.0025,0.99381,1.0001,0.99481,2,1,0
1.0001,0.99891,0.99734,1.0043,1,1,1
1.0001,0.99872,0.98966,1.0024,1,1,1
1.0001,0.9992,0.99842,1.0039,1,1,1
1.0001,0.99897,0.99747,1.0041,1,1,1
1.0029,0.99875,1.0029,1.0001,1,1,1
1.0001,0.99898,1.0017,1.0003,1,0,0
1.0024,0.99381,0.99655,0.99643,2,0,0
1.0001,0.99961,1.0078,1.0039,2,1,1
1.0001,0.99893,1.0002,0.99516,2,0,0
1.0001,0.99932,1.0009,1.0045,2,1,1
1.0001,0.99883,0.99696,1.0036,1,1,1
1.0001,0.99977,1.0138,0.99745,1,1,1
1.0029,0.99856,1.0011,1.0025,2,1,1
1.0001,0.99984,1.0163,0.99525,1,1,1
1.0001,0.99879,0.9969,1.0025,1,1,1
1.0025,0.99394,0.9934,0.99571,1,0,0
1.0023,0.99265,0.99278,0.9912,2,0,0
1.0024,0.99072,0.99243,0.98747,2,0,0
1.0001,0.99904,1.0008,0.99758,2,0,0
1.0025,0.99353,0.9933,0.9952,2,0,0
1.0023,0.98782,0.98859,0.99175,2,0,0
1.0001,0.99879,0.99757,0.99598,2,0,0
1.0029,0.99933,0.99974,1.0028,1,1,1
1.0024,0.99164,0.99883,0.9934,2,0,0
1.0001,0.99904,0.99895,1.0036,1,1,1
1.0023,0.99439,0.9966,0.99398,2,0,0
1.0001,0.99853,0.98962,0.99447,2,0,0
1.0001,0.99873,0.99477,0.9909,1,1,0
1.0024,0.98892,0.99243,0.98856,2,1,0
1.0001,0.99908,1.0024,0.99713,2,1,0
1.0023,0.99194,0.9908,0.99154,1,0,0
1.0028,0.99709,1.0027,0.99662,2,0,0
1.0001,0.99948,1.0044,1.0043,1,1,1
1.0026,1.0004,1.0037,1.0007,1,1,1
1.0024,0.99573,1.0005,1.002,1,0,1
1.0026,0.99184,0.99319,0.98946,2,0,0
1.0001,0.99891,0.99911,1.0019,1,1,1
1.0001,0.99868,0.99108,0.99721,2,0,0
1.0001,0.99977,1.0111,0.99527,1,1,1
1.0028,0.99885,1.0053,0.99986,2,0,0
1.0023,0.99018,0.99539,0.98863,2,0,0
1.0024,0.99084,0.99856,0.99331,2,0,0
1.0001,0.99959,1.0112,1.0012,2,1,1
1.0025,0.99006,0.99141,0.99341,2,0,0
1.0001,0.99935,1.0038,1.0001,2,0,0
1.0029,0.99854,1.0022,1.0029,1,1,1
1.0027,0.99876,1.0045,1.0023,1,1,1
1.0024,0.98921,0.99281,0.99194,1,0,0
1.0001,0.99881,0.99354,0.99787,2,0,0
1.0026,0.99662,1.0026,0.99583,1,1,1
1.0001,0.99958,1.0009,1.0043,1,1,1
1.0029,0.99848,1.0025,0.99978,1,1,1
1.0028,0.99797,1.0029,1.0026,1,1,1
1.0001,0.99971,1.0085,0.99897,1,1,1
1.0028,1.0015,1.0042,0.99998,1,1,1
1.0001,0.99872,0.99327,0.9922,2,0,0
1.0024,0.99396,1.0027,0.99872,1,0,0
1.0026,0.99427,1.0023,0.99835,2,0,0
1.0001,0.99863,0.99157,0.99506,2,0,0
1.0024,0.99391,0.99628,0.99547,2,0,0
1.0001,0.99965,1.0065,1.0036,2,0,1
1.0001,0.99945,1.0064,1.0033,1,1,1
1.0025,0.99319,0.99535,0.99739,2,0,0
1.0025,0.99471,0.9972,0.99085,1,0,0
1.0001,0.99928,1.002,1.0042,1,1,1
1.0028,1.0007,1.0063,1.0068,1,1,1
1.0028,0.99946,1.002,1.0011,1,1,1
1.0025,0.9981,0.99866,0.99459,2,1,0
1.0001,0.99958,1.0074,1.0016,2,0,1
1.0001,0.99894,1.0025,0.99714,1,0,0
1.0001,0.99942,1.0109,1.0008,1,1,1
1.0001,0.9989,1.0012,0.99481,2,0,0
1.0026,1.0001,1.0037,0.99849,1,1,1
1.0026,0.99874,1.0042,1.0029,1,1,1
1.0001,0.99914,1.0016,1.0041,1,0,1
1.0026,0.99932,1.0009,1.0036,1,1,1
1.0001,0.99893,0.99422,1.0035,1,1,1
1.0028,0.99832,1.0069,1.0032,2,1,1
1.0001,0.99887,0.99514,1.0037,1,0,1
1.0025,0.99207,0.99931,0.99895,2,0,0
1.0001,0.99883,1.0008,0.99935,2,0,0
1.0001,0.99877,0.99927,1.0019,1,1,1
1.0001,0.99904,0.99706,1.0011,1,1,1
1.0023,0.98738,0.99279,0.99749,2,0,0
1.0001,0.99948,1.0034,1.0045,1,1,1
1.0024,0.98952,0.98772,0.99051,2,0,0
1.0023,0.99183,0.99273,0.9868,2,0,0
1.0001,0.99962,1.0011,1.0051,1,1,1
1.0024,0.99037,0.98835,0.98272,2,0,0
1.0024,0.99285,0.99326,0.98777,2,1,0
1.0001,0.9995,1.0034,1.0044,1,1,1
1.0028,0.99868,1.006,0.99978,1,1,1
1.0001,0.99974,1.0125,1.0016,2,1,1
1.0024,0.99486,1.0044,0.99776,2,0,0
1.0023,0.9879,0.9926,0.9949,2,0,0
1.0023,0.99431,0.9967,0.99223,2,0,0
1.0025,0.99568,1.0043,0.99775,1,0,0
1.0024,0.99631,1.0001,0.9973,1,1,1
1.0025,0.9927,0.9918,0.99249,2,0,0
1.0001,0.9987,0.99095,1.0016,1,1,1
1.0023,0.99264,1.003,0.99672,1,0,0
1.0023,0.98917,0.98993,0.98388,2,0,0
1.0001,0.999,1.0012,0.99912,2,0,0
1.0001,0.99899,0.99981,1.0014,1,1,1
1.0001,0.99971,1.0086,1.0036,1,0,1
1.0001,0.9989,0.99579,1.0042,1,1,1
1.0023,0.98756,0.98554,0.98543,2,0,0
1.0001,0.999,1.0021,1.0039,1,1,1
1.0025,0.99792,1.0038,0.99983,1,1,1
1.0001,0.9989,0.99712,0.99428,2,1,0
1.0001,0.99868,0.99168,1.0026,2,1,1
1.0001,0.99885,1.0016,0.99829,2,0,0
1.0001,0.99936,1.008,1.001,1,1,1
1.0027,0.99939,1.0082,1.0078,1,1,1
1.0001,0.99938,0.99893,1.0046,1,1,1
1.0025,0.99088,0.99553,0.99376,2,0,0
1.0025,0.99453,0.99429,0.99078,2,0,0
1.0001,0.99862,0.9944,0.99257,2,0,0
1.0001,0.99875,0.99164,0.9973,2,1,0
1.0001,0.99971,1.0079,1.0039,1,1,1
1.0025,0.99655,0.99633,0.98992,2,0,0
1.0028,1.001,1.0085,1.0043,1,1,1
1.0025,0.99396,0.99761,1.0007,1,1,1
1.0001,0.99864,0.99015,0.9956,2,0,0
1.0001,0.99901,1.0011,0.99719,2,0,0
1.0001,0.99922,0.99856,1.0048,1,1,1
1.0029,1.0004,1.003,1.0056,1,1,1
1.0001,0.99916,1.0032,0.99995,2,0,0
1.0001,0.99875,0.99821,0.99608,2,0,0
1.0001,0.99983,1.0085,1.002,2,1,1
1.0001,0.99855,0.9884,0.99326,2,0,0
1.0025,0.99003,0.99747,0.99114,1,0,0
1.0025,0.98971,0.99656,0.99006,2,0,0
1.0029,0.9972,1.0047,0.99943,1,1,1
1.0025,0.99647,0.99689,0.99167,2,0,0
1.0001,0.99926,1.0054,1.0029,1,1,1
1.0001,0.99877,0.9991,0.99555,2,0,0
1.0001,0.99962,1.0037,1.0041,2,1,1
1.0001,0.99959,1.0101,0.99837,1,1,1
1.0024,0.99044,0.99063,0.99218,1,0,0
1.0028,0.9968,1.0017,0.99952,1,1,1
1.0001,0.9991,1.0026,1.0013,1,1,1
1.0001,0.99877,0.99499,1.0032,1,1,1
1.0001,0.99921,1.0018,1.0045,2,1,1
1.0027,0.99589,0.99505,0.99053,2,0,0
1.0001,0.99943,1.0061,1.0029,2,1,1
1.0001,0.99977,1.0149,0.99772,1,1,1
1.0027,0.99708,1.0051,1.006,2,1,1
1.0001,0.99868,0.99253,0.99284,2,0,0
1.0027,0.99953,1.0044,1.0011,2,0,0
1.0001,0.99877,0.99423,1.0011,1,1,1
1.0001,0.9998,1.0083,1.0037,1,1,1
1.0001,0.99856,0.98847,0.99158,2,0,0
1.0026,0.99282,1.0001,1.0034,2,1,1
1.0001,0.99856,0.98981,0.99631,2,0,0
1.0001,0.99876,0.99259,1.0029,1,1,1
1.0001,0.99945,1.0069,1.0032,1,1,1
1.0029,0.99996,1.0088,1.004,1,1,1
1.0029,0.99728,0.99747,0.99804,1,1,1
