,n,k
599,1.2000000000000002,3.8000000000000003
600,1.2000000000000002,3.9000000000000004
601,1.2000000000000002,4.0
602,1.2000000000000002,4.1000000000000005
603,1.2000000000000002,4.2
604,1.2000000000000002,4.3
605,1.2000000000000002,4.4
606,1.2000000000000002,4.5
607,1.2000000000000002,4.6000000000000005
608,1.2000000000000002,4.7
609,1.2000000000000002,4.800000000000001
610,1.2000000000000002,4.9
611,1.2000000000000002,5.0
612,1.3000000000000003,0.0
613,1.3000000000000003,0.1
614,1.3000000000000003,0.2
615,1.3000000000000003,0.30000000000000004
616,1.3000000000000003,0.4
617,1.3000000000000003,0.5
618,1.3000000000000003,0.6000000000000001
619,1.3000000000000003,0.7000000000000001
620,1.3000000000000003,0.8
621,1.3000000000000003,0.9
622,1.3000000000000003,1.0
623,1.3000000000000003,1.1
624,1.3000000000000003,1.2000000000000002
625,1.3000000000000003,1.3
626,1.3000000000000003,1.4000000000000001
627,1.3000000000000003,1.5
628,1.3000000000000003,1.6
629,1.3000000000000003,1.7000000000000002
630,1.3000000000000003,1.8
631,1.3000000000000003,1.9000000000000001
632,1.3000000000000003,2.0
633,1.3000000000000003,2.1
634,1.3000000000000003,2.2
635,1.3000000000000003,2.3000000000000003
636,1.3000000000000003,2.4000000000000004
637,1.3000000000000003,2.5
638,1.3000000000000003,2.6
639,1.3000000000000003,2.7
640,1.3000000000000003,2.8000000000000003
641,1.3000000000000003,2.9000000000000004
642,1.3000000000000003,3.0
643,1.3000000000000003,3.1
644,1.3000000000000003,3.2
645,1.3000000000000003,3.3000000000000003
646,1.3000000000000003,3.4000000000000004
647,1.3000000000000003,3.5
648,1.3000000000000003,3.6
649,1.3000000000000003,3.7
650,1.3000000000000003,3.8000000000000003
651,1.3000000000000003,3.9000000000000004
652,1.3000000000000003,4.0
653,1.3000000000000003,4.1000000000000005
654,1.3000000000000003,4.2
655,1.3000000000000003,4.3
656,1.3000000000000003,4.4
657,1.3000000000000003,4.5
658,1.3000000000000003,4.6000000000000005
659,1.3000000000000003,4.7
660,1.3000000000000003,4.800000000000001
661,1.3000000000000003,4.9
662,1.3000000000000003,5.0
663,1.4000000000000001,0.0
664,1.4000000000000001,0.1
665,1.4000000000000001,0.2
666,1.4000000000000001,0.30000000000000004
667,1.4000000000000001,0.4
668,1.4000000000000001,0.5
669,1.4000000000000001,0.6000000000000001
670,1.4000000000000001,0.7000000000000001
671,1.4000000000000001,0.8
672,1.4000000000000001,0.9
673,1.4000000000000001,1.0
674,1.4000000000000001,1.1
675,1.4000000000000001,1.2000000000000002
676,1.4000000000000001,1.3
677,1.4000000000000001,1.4000000000000001
678,1.4000000000000001,1.5
679,1.4000000000000001,1.6
680,1.4000000000000001,1.7000000000000002
681,1.4000000000000001,1.8
682,1.4000000000000001,1.9000000000000001
683,1.4000000000000001,2.0
684,1.4000000000000001,2.1
685,1.4000000000000001,2.2
686,1.4000000000000001,2.3000000000000003
687,1.4000000000000001,2.4000000000000004
688,1.4000000000000001,2.5
689,1.4000000000000001,2.6
690,1.4000000000000001,2.7
691,1.4000000000000001,2.8000000000000003
692,1.4000000000000001,2.9000000000000004
693,1.4000000000000001,3.0
694,1.4000000000000001,3.1
695,1.4000000000000001,3.2
696,1.4000000000000001,3.3000000000000003
697,1.4000000000000001,3.4000000000000004
698,1.4000000000000001,3.5
699,1.4000000000000001,3.6
700,1.4000000000000001,3.7
701,1.4000000000000001,3.8000000000000003
702,1.4000000000000001,3.9000000000000004
703,1.4000000000000001,4.0
704,1.4000000000000001,4.1000000000000005
705,1.4000000000000001,4.2
706,1.4000000000000001,4.3
707,1.4000000000000001,4.4
708,1.4000000000000001,4.5
709,1.4000000000000001,4.6000000000000005
710,1.4000000000000001,4.7
711,1.4000000000000001,4.800000000000001
712,1.4000000000000001,4.9
713,1.4000000000000001,5.0
714,1.5000000000000002,0.0
715,1.5000000000000002,0.1
716,1.5000000000000002,0.2
717,1.5000000000000002,0.30000000000000004
718,1.5000000000000002,0.4
719,1.5000000000000002,0.5
720,1.5000000000000002,0.6000000000000001
721,1.5000000000000002,0.7000000000000001
722,1.5000000000000002,0.8
723,1.5000000000000002,0.9
724,1.5000000000000002,1.0
725,1.5000000000000002,1.1
726,1.5000000000000002,1.2000000000000002
727,1.5000000000000002,1.3
728,1.5000000000000002,1.4000000000000001
729,1.5000000000000002,1.5
730,1.5000000000000002,1.6
731,1.5000000000000002,1.7000000000000002
732,1.5000000000000002,1.8
733,1.5000000000000002,1.9000000000000001
734,1.5000000000000002,2.0
735,1.5000000000000002,2.1
736,1.5000000000000002,2.2
737,1.5000000000000002,2.3000000000000003
738,1.5000000000000002,2.4000000000000004
739,1.5000000000000002,2.5
740,1.5000000000000002,2.6
741,1.5000000000000002,2.7
742,1.5000000000000002,2.8000000000000003
743,1.5000000000000002,2.9000000000000004
744,1.5000000000000002,3.0
745,1.5000000000000002,3.1
746,1.5000000000000002,3.2
747,1.5000000000000002,3.3000000000000003
748,1.5000000000000002,3.4000000000000004
749,1.5000000000000002,3.5
750,1.5000000000000002,3.6
751,1.5000000000000002,3.7
752,1.5000000000000002,3.8000000000000003
753,1.5000000000000002,3.9000000000000004
754,1.5000000000000002,4.0
755,1.5000000000000002,4.1000000000000005
756,1.5000000000000002,4.2
757,1.5000000000000002,4.3
758,1.5000000000000002,4.4
759,1.5000000000000002,4.5
760,1.5000000000000002,4.6000000000000005
761,1.5000000000000002,4.7
762,1.5000000000000002,4.800000000000001
763,1.5000000000000002,4.9
764,1.5000000000000002,5.0
765,1.6,0.0
766,1.6,0.1
767,1.6,0.2
768,1.6,0.30000000000000004
769,1.6,0.4
770,1.6,0.5
771,1.6,0.6000000000000001
772,1.6,0.7000000000000001
773,1.6,0.8
774,1.6,0.9
775,1.6,1.0
776,1.6,1.1
777,1.6,1.2000000000000002
778,1.6,1.3
779,1.6,1.4000000000000001
780,1.6,1.5
781,1.6,1.6
782,1.6,1.7000000000000002
783,1.6,1.8
784,1.6,1.9000000000000001
785,1.6,2.0
786,1.6,2.1
787,1.6,2.2
788,1.6,2.3000000000000003
789,1.6,2.4000000000000004
790,1.6,2.5
791,1.6,2.6
792,1.6,2.7
793,1.6,2.8000000000000003
794,1.6,2.9000000000000004
795,1.6,3.0
796,1.6,3.1
797,1.6,3.2
798,1.6,3.3000000000000003
799,1.6,3.4000000000000004
800,1.6,3.5
801,1.6,3.6
802,1.6,3.7
803,1.6,3.8000000000000003
804,1.6,3.9000000000000004
805,1.6,4.0
806,1.6,4.1000000000000005
807,1.6,4.2
808,1.6,4.3
809,1.6,4.4
810,1.6,4.5
811,1.6,4.6000000000000005
812,1.6,4.7
813,1.6,4.800000000000001
814,1.6,4.9
815,1.6,5.0
816,1.7000000000000002,0.0
817,1.7000000000000002,0.1
818,1.7000000000000002,0.2
819,1.7000000000000002,0.30000000000000004
820,1.7000000000000002,0.4
821,1.7000000000000002,0.5
822,1.7000000000000002,0.6000000000000001
823,1.7000000000000002,0.7000000000000001
824,1.7000000000000002,0.8
825,1.7000000000000002,0.9
826,1.7000000000000002,1.0
827,1.7000000000000002,1.1
828,1.7000000000000002,1.2000000000000002
829,1.7000000000000002,1.3
830,1.7000000000000002,1.4000000000000001
831,1.7000000000000002,1.5
832,1.7000000000000002,1.6
833,1.7000000000000002,1.7000000000000002
834,1.7000000000000002,1.8
835,1.7000000000000002,1.9000000000000001
836,1.7000000000000002,2.0
837,1.7000000000000002,2.1
838,1.7000000000000002,2.2
839,1.7000000000000002,2.3000000000000003
840,1.7000000000000002,2.4000000000000004
841,1.7000000000000002,2.5
842,1.7000000000000002,2.6
843,1.7000000000000002,2.7
844,1.7000000000000002,2.8000000000000003
845,1.7000000000000002,2.9000000000000004
846,1.7000000000000002,3.0
847,1.7000000000000002,3.1
848,1.7000000000000002,3.2
849,1.7000000000000002,3.3000000000000003
850,1.7000000000000002,3.4000000000000004
851,1.7000000000000002,3.5
852,1.7000000000000002,3.6
853,1.7000000000000002,3.7
854,1.7000000000000002,3.8000000000000003
855,1.7000000000000002,3.9000000000000004
856,1.7000000000000002,4.0
857,1.7000000000000002,4.1000000000000005
858,1.7000000000000002,4.2
859,1.7000000000000002,4.3
860,1.7000000000000002,4.4
861,1.7000000000000002,4.5
862,1.7000000000000002,4.6000000000000005
863,1.7000000000000002,4.7
864,1.7000000000000002,4.800000000000001
865,1.7000000000000002,4.9
866,1.7000000000000002,5.0
867,1.8000000000000003,0.0
868,1.8000000000000003,0.1
869,1.8000000000000003,0.2
870,1.8000000000000003,0.30000000000000004
871,1.8000000000000003,0.4
872,1.8000000000000003,0.5
873,1.8000000000000003,0.6000000000000001
874,1.8000000000000003,0.7000000000000001
875,1.8000000000000003,0.8
876,1.8000000000000003,0.9
877,1.8000000000000003,1.0
878,1.8000000000000003,1.1
879,1.8000000000000003,1.2000000000000002
880,1.8000000000000003,1.3
881,1.8000000000000003,1.4000000000000001
882,1.8000000000000003,1.5
883,1.8000000000000003,1.6
884,1.8000000000000003,1.7000000000000002
885,1.8000000000000003,1.8
886,1.8000000000000003,1.9000000000000001
887,1.8000000000000003,2.0
888,1.8000000000000003,2.1
889,1.8000000000000003,2.2
890,1.8000000000000003,2.3000000000000003
891,1.8000000000000003,2.4000000000000004
892,1.8000000000000003,2.5
893,1.8000000000000003,2.6
894,1.8000000000000003,2.7
895,1.8000000000000003,2.8000000000000003
896,1.8000000000000003,2.9000000000000004
897,1.8000000000000003,3.0
898,1.8000000000000003,3.1
899,1.8000000000000003,3.2
900,1.8000000000000003,3.3000000000000003
901,1.8000000000000003,3.4000000000000004
902,1.8000000000000003,3.5
903,1.8000000000000003,3.6
904,1.8000000000000003,3.7
905,1.8000000000000003,3.8000000000000003
906,1.8000000000000003,3.9000000000000004
907,1.8000000000000003,4.0
908,1.8000000000000003,4.1000000000000005
909,1.8000000000000003,4.2
910,1.8000000000000003,4.3
911,1.8000000000000003,4.4
912,1.8000000000000003,4.5
913,1.8000000000000003,4.6000000000000005
914,1.8000000000000003,4.7
915,1.8000000000000003,4.800000000000001
916,1.8000000000000003,4.9
917,1.8000000000000003,5.0
918,1.9000000000000001,0.0
919,1.9000000000000001,0.1
920,1.9000000000000001,0.2
921,1.9000000000000001,0.30000000000000004
922,1.9000000000000001,0.4
923,1.9000000000000001,0.5
924,1.9000000000000001,0.6000000000000001
925,1.9000000000000001,0.7000000000000001
926,1.9000000000000001,0.8
927,1.9000000000000001,0.9
928,1.9000000000000001,1.0
929,1.9000000000000001,1.1
930,1.9000000000000001,1.2000000000000002
931,1.9000000000000001,1.3
932,1.9000000000000001,1.4000000000000001
933,1.9000000000000001,1.5
934,1.9000000000000001,1.6
935,1.9000000000000001,1.7000000000000002
936,1.9000000000000001,1.8
937,1.9000000000000001,1.9000000000000001
938,1.9000000000000001,2.0
939,1.9000000000000001,2.1
940,1.9000000000000001,2.2
941,1.9000000000000001,2.3000000000000003
942,1.9000000000000001,2.4000000000000004
943,1.9000000000000001,2.5
944,1.9000000000000001,2.6
945,1.9000000000000001,2.7
946,1.9000000000000001,2.8000000000000003
947,1.9000000000000001,2.9000000000000004
948,1.9000000000000001,3.0
949,1.9000000000000001,3.1
950,1.9000000000000001,3.2
951,1.9000000000000001,3.3000000000000003
952,1.9000000000000001,3.4000000000000004
953,1.9000000000000001,3.5
954,1.9000000000000001,3.6
955,1.9000000000000001,3.7
956,1.9000000000000001,3.8000000000000003
957,1.9000000000000001,3.9000000000000004
958,1.9000000000000001,4.0
959,1.9000000000000001,4.1000000000000005
960,1.9000000000000001,4.2
961,1.9000000000000001,4.3
962,1.9000000000000001,4.4
963,1.9000000000000001,4.5
964,1.9000000000000001,4.6000000000000005
965,1.9000000000000001,4.7
966,1.9000000000000001,4.800000000000001
967,1.9000000000000001,4.9
968,1.9000000000000001,5.0
969,2.0,0.0
970,2.0,0.1
971,2.0,0.2
972,2.0,0.30000000000000004
973,2.0,0.4
974,2.0,0.5
975,2.0,0.6000000000000001
976,2.0,0.7000000000000001
977,2.0,0.8
978,2.0,0.9
979,2.0,1.0
980,2.0,1.1
981,2.0,1.2000000000000002
982,2.0,1.3
983,2.0,1.4000000000000001
984,2.0,1.5
985,2.0,1.6
986,2.0,1.7000000000000002
987,2.0,1.8
988,2.0,1.9000000000000001
989,2.0,2.0
990,2.0,2.1
991,2.0,2.2
992,2.0,2.3000000000000003
993,2.0,2.4000000000000004
994,2.0,2.5
